Codigo Parcelamento;Id Divida
0401905;164114324
0401906;164114325
0401907;164114326
0401910;164114327
0401912;164114328
0401913;164114329
0401916;164114330
0401918;164114331
0401922;164114332
0401923;164114333
0401924;164114334
0401925;164114335
0401927;163009192
0401928;164114336
0401934;164114337
0401936;164114338
0401938;164114379
0401939;164114380
0401940;164114381
0401941;164114382
0401942;164114383
0401943;163009194
0401944;164114384
0401950;164114385
0401951;163009195
0401952;164114386
0401961;164114387
0401962;164114388
0401963;164114389
0401964;164114390
0401965;163968096
0401966;164114391
0401971;164114392
0401973;164114393
0401977;164114394
0401986;163009198
0401990;164114395
0401999;164114396
0402000;164114397
0402001;163009320
0402002;164114398
0402005;164114439
0402012;164114440
0402014;164114441
0402016;164114442
0402017;164114443
0402020;164114444
0402021;164114445
0402022;164114446
0402030;164114447
0402044;163009324
0402045;164114448
0402048;164114449
0402049;164114450
0402050;164114451
0402051;164114452
0402053;164114453
0402054;164114454
0402056;164114455
0402058;164114456
0402064;164114457
0402065;164114458
0402068;164114479
0402069;164114480
0402070;164114481
0402080;164114482
0402087;163009328
0402088;164114483
0402089;164114484
0402094;164114485
0402095;163009329
0402096;164114486
0402098;164114487
0402099;164114488
0402100;164114489
0402101;164114490
0402102;164114491
0402103;164114492
0402109;163009330
0402110;164114493
0402112;164114494
0402113;164114495
0402116;164114496
0402118;164114497
0402119;164114498
0402120;164114539
0402124;164114540
0402128;164114541
0402129;164114542
0402130;164114543
0402134;164114544
0402138;164114545
0402139;164114546
0402140;164114547
0402141;163009334
0402142;164114548
0402143;164114549
0402144;164114550
0402145;164114551
0402146;164114552
0402147;164114553
0402148;164114554
0402151;164114555
0402153;164114556
0402155;164114557
0402159;164114558
0402160;164114599
0402161;164114600
0402162;164114601
0402163;164114602
0402164;164114603
0402165;164114604
0402166;164114605
0402167;164114606
0402169;164114607
0402172;164114608
0402174;164114609
0402175;164114610
0402178;164114611
0402181;164114612
0402182;164114613
0402183;164114614
0402184;163009338
0402186;164114615
0402191;164114616
0402192;163009459
0402193;164114617
0402194;164114618
0402195;164114639
0402196;164114640
0402197;164114641
0402200;164114642
0402201;164114643
0402207;164114644
0402208;164114645
0402209;164114646
0402212;164114647
0402215;163960279
0402216;163960280
0402218;163960281
0402230;163009463
0402242;163960282
0402243;163960283
0402245;163960284
0402246;163960285
0402247;163960286
0402248;163960287
0402263;163960288
0402265;163009466
0402267;163960289
0402277;163960290
0402278;163960291
0402279;163960292
0402280;163960293
0402281;163009468
0402282;163960294
0402283;163960295
0402284;163960296
0402285;163960297
0402288;163960298
0402289;163960339
0402290;163009469
0402302;163960340
0402304;163960341
0402305;163960342
0402307;163960343
0402309;163960344
10051227;163960345
10052711;163960346
10052833;163960347
10053047;163960348
10053545;163960349
10053631;163960350
10053795;163960351
10053994;163960352
10054123;163960353
10054199;163960354
10054291;163960355
10054323;163960356
10054891;163960357
10054967;163960358
10054985;163960459
10055000;163960460
10055076;163960461
10055128;163960462
10055284;163960463
10055409;163960464
10055680;163960465
10055842;163960466
10056334;163960467
10056368;163960468
10056879;163960469
10057018;163960470
10057258;163960471
10057261;163960472
10057878;163960473
10057987;163960474
10058171;163960475
10058331;163960476
10058397;163289057
10058886;163960477
10058894;163960478
10059082;163960579
10059107;163960580
10059702;163960581
10060041;163960582
10060053;163960583
10060117;163960584
10060138;163290110
10060165;163960585
10060316;163290208
10060414;163960586
10060636;163960587
10060875;163960588
10061236;163960589
10061307;163960590
10061492;163960591
10061644;163960592
10061944;163960593
10061945;163960594
10062132;163960595
10062191;163960596
10062218;163960597
10062274;163960598
10062275;163960719
10062868;163960720
10062944;163960721
10063444;163960722
10063743;163960723
10064224;163960724
10064616;163960725
10064681;163960726
10064824;163960727
10065035;163960728
10065299;163960729
10065347;163960730
10065354;163960731
10065379;163960732
10065420;163960733
10066136;163930770
10066137;163960734
10066214;163960735
10066264;163960736
10066309;163960737
10066591;163960738
10066925;163960839
10066975;163960840
10067064;163960841
10067179;163960842
10067247;163960843
10067567;163960844
10067584;163960845
10067585;163960846
10067695;163960847
10067752;163473211
10067791;163960848
10068832;163960849
10068979;163960850
10068991;163960851
10069118;163960852
10069130;163960853
10069158;163960854
10069254;163960855
10069384;163960856
10069502;163960857
10069529;163960858
10069610;163960979
10069656;163960980
10069739;163474768
10069772;163960981
10069825;163960982
10069961;163960983
10069974;163960984
10070026;163960985
10070103;163960986
10070155;163960987
10070158;163960988
10070318;163960989
10071091;163931704
10073086;163382303
10073296;163960990
10074267;163960991
10074371;163960992
10074924;163960993
10075082;163960994
10075169;163960995
10075408;163960996
10075445;163383819
10075529;163960997
10075622;163960998
10075664;163961079
10075697;163961080
10075806;163961081
10075839;163961082
10076092;163961083
10076247;163382478
10076303;163961084
10076361;163961085
10076398;163961086
10076403;163961087
10076473;163961088
10076474;163961089
10076477;163961090
10076479;163961091
10076595;163961092
10076621;163961093
10076861;163961094
10076907;163961095
10076934;163961096
10077562;163961097
10077640;163961098
10078981;163961219
10079150;163961220
10080221;163961221
10080242;163961222
10080281;163961223
10080291;163961224
10080493;163961225
10080505;163961226
10080522;163961227
10080619;163933377
10080724;163933528
10080725;163961228
10080860;163961229
10080935;163961230
10080956;163961231
10081388;163961232
10081427;163961233
10081855;163961234
10081967;163961235
10082356;163961236
10082638;163237305
10082695;163961237
10082834;163961238
10082871;163961439
10083330;163961440
10083357;163961441
10083361;163961442
10083370;163961443
10083832;163961444
10083936;163237915
10084063;163961445
10084064;163961446
10084065;163961447
10084309;163961448
10084354;163961449
10084355;163238057
10084356;163961450
10084469;163961451
10084482;163961452
10084634;163961453
10084693;163961454
10084707;163961455
10084816;163961456
10084818;163961457
10084834;163961458
10084996;163961619
10085047;163961620
10085125;163961621
10085155;163961622
10085158;163961623
10085198;163961624
10085236;163961625
10085256;163961626
10085272;163961627
10085319;163933353
10085332;163961628
10085393;163961629
10085664;163961630
10085688;163933630
10085777;163933799
10085791;163961631
10085806;163961632
10085840;163933806
10085848;163961633
10085873;163961634
10085972;163961635
10086038;163961636
10086080;163933990
10086129;163933994
10086173;163961637
10086273;163961638
10086274;163961899
10086277;163961900
10086398;163961901
10086400;163961902
10086432;163961903
10086477;163961904
10086979;163961905
10087007;163961906
10087059;163961907
10087618;163961908
10087792;163961909
10087964;163961910
10088062;163961911
10088369;163293697
10089172;163961912
10089244;163961913
10089262;163961914
10089793;163961915
10089952;163961916
10090191;163961917
10090192;163961918
10091074;163962099
10091251;163962100
10091252;163962101
10091839;163962102
10092107;163962103
10092301;163962104
10092711;163962105
10092887;163962106
10092893;163962107
10093129;163962108
10093239;163962109
10093327;163962110
10093372;163962111
10093469;163962112
10093618;163962113
10093687;163962114
10093713;163962115
10093753;163477355
10093783;163962116
10093812;163962117
10093847;163962118
10093884;163962359
10093900;163962360
10094122;163962361
10094212;163962362
10094329;163962363
10094367;163962364
10094439;163962365
10094471;163962366
10094506;163962367
10094533;163962368
10094601;163383420
10094602;163962369
10094612;163962370
10094739;164052123
10094829;164052124
10094936;164052125
10095109;164052126
10095110;163383631
10095111;164052127
10095112;164052128
10095189;164052129
10095237;164052130
10095331;164052131
10095346;164052132
10095358;164052133
10095387;164052134
10095500;163383870
10095538;164052135
10095559;164052136
10095620;164052137
10095623;164052138
10095627;164053439
10095686;164053440
10095727;164053441
10095763;164053442
10095777;164053443
10095830;164053444
10095922;164053445
10095939;164053446
10095944;164053447
10096247;164053448
10096337;163384333
10096495;164053449
10096517;164053450
10096688;164053451
10096691;164053452
10096783;164053453
10096882;164053454
10097102;164053455
10097270;164053456
10097295;163295389
10097348;164053457
10097406;163295580
10097446;164053458
10097494;164053479
10097500;164053480
10097537;164053481
10097557;164053482
10097588;164053483
10097589;163295598
10097590;164053484
10097622;164053485
10097671;164053486
10097813;163296001
10097818;164053487
10097823;164053488
10097875;164053489
10097917;164053490
10097934;164053491
10097951;164053492
10098007;164053493
10098025;164053494
10098034;164053495
10098163;164053496
10098225;164053497
10098367;164053498
10098376;164053539
10098423;164053540
10098447;164053541
10098464;164053542
10098466;164053543
10098512;164053544
10098567;164053545
10098570;164053546
10098605;164053547
10098629;164053548
10098706;164053549
10098709;164053550
10098728;164053551
10098749;164053552
10098753;164053553
10098792;164053554
10098905;164053555
10099003;164053556
10099012;164053557
10099036;164053558
10099048;164053599
10099129;164053600
10099184;164053601
10099214;164053602
10099225;164053603
10099433;163297362
10099439;164053604
10099524;164053605
10099589;164053606
10099673;164053607
10099681;164053608
10099699;164053609
10099710;164053610
10099721;164053611
10099788;164053612
10099852;164053613
10099867;163297665
10099875;163297666
10099942;164053614
10099951;164053615
10099954;164053616
10099956;163297674
10099964;163297675
10099993;164053617
10100009;164053618
10100021;164053679
10100033;164053680
10100065;164053681
10100179;164053682
10100181;164053683
10100208;164053684
10100217;164053685
10100222;164053686
10100287;164053687
10100289;164053688
10100299;164053689
10100317;164053690
10100322;164053691
10100334;163475952
10100447;164053692
10100671;164053693
10100680;164053694
10100697;164053695
10100707;164053696
10100785;164053697
10100993;164053698
10101169;164053739
10101266;164053740
10101282;164053741
10101285;164053742
10101308;164053743
10101331;164053744
10101383;164053745
10101395;164053746
10101406;164053747
10101558;164053748
10101578;163476994
10101609;164053749
10101855;164053750
10101861;163477363
10101896;164053751
10101907;164053752
10101922;164053753
10101948;164053754
10101953;164053755
10101973;164053756
10101976;164053757
10102048;164053758
10102062;164053799
10102108;164053800
10102111;164053801
10102188;164053802
10102262;164053803
10102423;164053804
10102437;164053805
10102452;164053806
10102487;164053807
10102499;164053808
10102534;164053809
10102636;164053810
10102655;164053811
10102713;164053812
10102854;164053813
10102855;164053814
10102858;164053815
10102859;164053816
10102860;164053817
10102861;164053818
10102862;164053839
10102863;164053840
10102864;164053841
10102868;163477478
10102869;164053842
10102870;164053843
10102872;164053844
10102873;164053845
10102874;164053846
10102876;163477599
10102877;164053847
10102878;164053848
10102881;164053849
10102882;164053850
10102883;164053851
10102884;164053852
10102885;164053853
10102886;164053854
10102887;164053855
10102891;164053856
10102892;164053857
10102893;164053858
10102894;164053899
10102895;164053900
10102896;164053901
10102897;164053902
10102898;164053903
10102899;164053904
10102900;164053905
10102999;164053906
10103005;164053907
10103006;164053908
10103007;164053909
10103008;164053910
10103009;164053911
10103010;164053912
10103011;164053913
10103044;164053914
10103045;164053915
10103048;164053916
10103050;164053917
10103051;164053918
10103053;164053919
10103054;164053920
10103055;164053921
10103056;164053922
10103057;164053923
10103058;163477602
10103071;164053924
10103076;164053925
10103226;164053926
10103334;164053927
10103473;164053928
10103550;164053929
10103560;164053930
10103741;164053931
10103892;164053932
10103921;164053933
10104234;164053934
10104274;164053935
40146686;164053936
40146688;164053937
40146689;164053938
40146709;164053959
40146719;164053960
40146724;164053961
40146728;164053962
40146776;164053963
40146822;164053964
40146993;164053965
40147469;164053966
40147654;164053967
40147656;164053968
40148264;164053969
40148299;164053970
40148976;164053971
40149274;164053972
40149276;164053973
40149423;164053974
40149427;164053975
40149429;164053976
40150144;164053977
40150146;164053978
40150391;164053999
40150562;164054000
40150563;164054001
40150570;164054002
40150979;164054003
40150998;164054004
40151205;164054005
40151212;164054006
40151257;164054007
40151555;164054008
40151556;164054009
40151603;164054010
40151605;164054011
40151623;164054012
40151672;164054013
40151687;164054014
40151705;164054015
40151864;164054016
40151964;164054017
40152552;164054018
40152553;164054039
40152554;164054040
40152948;164054041
40153365;164054042
40153566;164054043
40153600;164054044
40153602;164054045
40153778;164054046
40153830;164054047
40153957;164054048
40153969;164054049
40154099;164054050
40154126;164054051
40154140;164054052
40154299;164054053
40154588;164054054
40154817;164054055
40154869;164054056
40154873;164054057
40155031;164054058
40155678;164054079
40155732;164054080
40155951;164054081
40156001;164054082
40156374;164054083
40156532;164054084
40156540;163995319
40156545;163995320
40156566;163995321
40156583;163995322
40156703;163995323
40156741;163995324
40156742;163995325
40156797;163995326
40156882;163995327
40156963;163995328
40156983;163995329
40157089;163995330
40158042;163995331
40158046;163995332
40158050;163995333
40158156;163995334
40158157;163995335
40158271;163995336
40158284;163995337
40158307;163995338
40158935;163995419
40159031;163995420
40159520;163995421
40159784;163995422
40159787;163995423
40160953;163995424
40161032;163995425
40161033;163995426
40161964;163995427
40162093;163995428
40162507;163995429
40162511;163995430
40162609;163995431
40162644;163995432
40162930;163995433
40163072;163995434
40163681;163995435
40164121;163995436
40164138;163995437
40164199;163995438
40164885;163995559
40164887;163995560
40165299;163995561
40165621;163995562
40165911;163995563
40165926;163995564
40166055;163995565
40166132;163995566
40166134;163995567
40166165;163995568
40166419;163995569
40166557;163995570
40166573;163995571
40167022;163995572
40167036;163995573
40167223;163995574
40167234;163995575
40167245;163995576
40167301;163995577
40167380;163995578
40167482;163995699
40167485;163995700
40167494;163995701
40167512;163995702
40167535;163995703
40167905;163995704
40167991;163995705
40168112;163995706
40168120;163995707
40168123;163995708
40168233;163995709
40168264;163995710
40168267;163995711
40168534;163995712
40168572;163995713
40168695;163995714
40168758;163995715
40168761;163995716
40168762;163995717
40168828;163995718
40168833;163995819
40168839;163995820
40168882;163995821
40168884;163995822
40169149;163995823
40169155;163995824
40169158;163995825
40169431;163995826
40169434;163995827
40169628;163995828
40169783;163995829
40170041;163995830
40170112;163995831
40170114;163995832
40170118;163995833
40170133;163995834
40170137;163995835
40170197;163995836
40170228;163995837
40170342;163995838
40170407;163995939
40170409;163995940
40170638;163995941
40170639;163995942
40170643;163995943
40170741;163995944
40170847;163995945
40170853;163995946
40170874;163995947
40171200;163995948
40171258;163995949
40171371;163995950
40171382;163995951
40171461;163995952
40171679;163995953
40171684;163995954
40171762;163995955
40171763;163995956
40171764;163995957
40171819;163995958
40171853;163996079
40171855;163996080
40171857;163996081
40171869;163996082
40172092;163996083
40172105;163996084
40172126;163996085
40172136;163996086
40172211;163996087
40172278;163996088
40172288;163996089
40172313;163996090
40172428;163996091
40172600;163996092
40172612;163996093
40172615;163996094
40172616;163996095
40172653;163996096
40172700;163996097
40172715;163996098
40172724;163996219
40172729;163996220
40172799;163996221
40172869;163996222
40172881;163996223
40173023;163996224
40173025;163996225
40173072;163996226
40173645;163996227
40173767;163996228
40173768;163996229
40173904;163996230
40173927;163996231
40174006;163996232
40174072;163996233
40174073;163996234
40174154;163996235
40174494;163996236
40174712;163996237
40174778;163996238
40175235;163996359
40175236;163996360
40175279;163996361
40175746;163996362
40176268;163996363
40176371;163996364
40176511;163996365
40176645;163996366
40177457;163996367
40178361;163996368
40178684;163996369
40178755;163996370
40178758;163996371
40178774;163996372
40178890;163996373
40178970;163996374
40179052;163996375
40179244;163996376
40179289;163996377
40179494;163996378
40179502;163996459
40179535;163996460
40179563;163996461
40179580;163996462
40179850;163996463
40179857;163996464
40179928;163996465
40179935;163996466
40179960;163996467
40180045;163996468
40180049;163996469
40180098;163996470
40180129;163996471
40180189;163996472
40180217;163996473
40180222;163996474
40180223;163996475
40180295;163996476
40180364;163996477
40180381;163996478
40180382;163996559
40180383;163996560
40180392;163996561
40180624;163996562
40180702;163996563
40180716;163996564
40180717;163996565
40180883;163996566
40180942;163996567
40180991;163996568
40181061;163996569
40181134;163996570
40181135;163996571
40181164;163996572
40181198;163996573
40181324;163996574
40181422;163996575
40181439;163996576
40181446;163996577
40181519;163996578
40181568;163996659
40181569;163996660
40181570;163996661
40181669;163996662
40181710;163996663
40181711;163996664
40181772;163996665
40181903;163996666
40181985;163996667
40181987;163996668
40181996;163996669
40182005;163996670
40182039;163996671
40182040;163996672
40182042;163996673
40182053;163996674
40182058;163996675
40182081;163996676
40182098;163996677
40182099;163996678
40182100;163996739
40182102;163996740
40182148;163996741
40182164;163996742
40182167;163996743
40182181;163996744
40182183;163996745
40182185;163996746
40182189;163996747
40182193;163996748
40182197;163996749
40182198;163996750
40182207;163996751
40182209;163996752
40182325;163996753
40182359;163996754
40182411;163996755
40182418;163996756
40182442;163996757
40182463;163996758
40182485;163996799
40182499;163996800
40182536;163996801
40182614;163996802
40182631;163996803
40182638;163996804
40182672;163996805
40182679;163996806
40182746;163996807
40182753;163996808
40182774;163996809
40182840;163996810
40182841;163996811
40182842;163996812
40182844;163996813
40182846;163996814
40182917;163996815
40182940;163996816
40183012;163996817
40183022;163996818
40183028;163996879
40183051;163996880
40183071;163996881
40183092;163996882
40183103;163996883
40183108;163996884
40183146;163996885
40183277;163996886
40183278;163996887
40183294;163996888
40183297;163996889
40183310;163996890
40183317;163996891
40183323;163996892
40183325;163996893
40183367;163996894
40183379;163996895
40183408;163996896
40183448;163996897
40183451;163996898
40183487;163954221
40183506;163954222
40183507;163954223
40183623;163954224
40183625;163954225
40183626;163954226
40183627;163954227
40183630;163954228
40183648;163954229
40183658;163954230
40183659;163954231
40183676;163954232
40183686;163954233
40183687;163954234
40183702;163954235
40183711;163954236
40183718;163954237
40183741;163954238
40183776;163960399
40183778;163960400
40183807;163960401
40183834;163960402
40183900;163960403
40183906;163960404
40183922;163960405
40183926;163960406
40183938;163960407
40183954;163960408
40184016;163960409
40184130;163960410
40184136;163960411
40184197;163960412
40184198;163960413
40184242;163960414
40184244;163960415
40184306;163960416
40184307;163960417
40184315;163960418
40184320;163960479
40184324;163960480
40184410;163960481
40184435;163960482
40184441;163960483
40184481;163960484
40184499;163960485
40184544;163960486
40184569;163960487
40184600;163960488
40184609;163960489
40184658;163960490
40184700;163960491
40184720;163960492
40184722;163960493
40184723;163960494
40184734;163960495
40184735;163960496
40184745;163960497
40184750;163960498
40184751;163960599
40184778;163960600
40184822;163960601
40184855;163960602
40184856;163960603
40184966;163960604
40184976;163960605
40185041;163960606
40185063;163960607
40185105;163960608
40185116;163960609
40185127;163960610
40185136;163960611
40185144;163960612
40185150;163960613
40185156;163960614
40185168;163960615
40185175;163960616
40185186;163960617
40185191;163960618
40185192;163960699
40185199;163960700
40185241;163960701
40185316;163960702
40185317;163960703
40185335;163960704
40185337;163960705
40185381;163960706
40185606;163960707
40185680;163960708
40185713;163960709
40185728;163960710
40185828;163960711
40185830;163960712
40185847;163960713
40185853;163960714
40185857;163960715
40185861;163960716
40185863;163960717
40185866;163960718
40185867;163960799
40185871;163960800
40185872;163960801
40185874;163960802
40185879;163960803
40185883;163960804
40185886;163960805
40185887;163960806
40185889;163960807
40185890;163960808
40185891;163960809
40185893;163960810
40185894;163960811
40185896;163960812
40185984;163960813
40186047;163960814
40186053;163960815
40186055;163960816
40186062;163960817
40186131;163960818
40186155;163960879
40186205;163960880
40186221;163960881
40186223;163960882
40186237;163960883
40186259;163960884
40186263;163960885
40186267;163960886
40186269;163960887
40186293;163960888
40186294;163960889
40186302;163960890
40186308;163960891
40186334;163960892
40186474;163960893
40186477;163960894
40186504;163960895
40186558;163960896
40186563;163960897
40186599;163960898
40186627;163960959
40186629;163960960
40186654;163960961
40186659;163960962
40186664;163960963
40186682;163960964
40186689;163960965
40186693;163960966
40186694;163960967
40186697;163960968
40186736;163960969
40186751;163960970
40186752;163960971
40186754;163960972
40186762;163960973
40186769;163960974
40186795;163960975
40186801;163960976
40186813;163960977
40186814;163960978
40186827;163961059
40186860;163961060
40186865;163961061
40186867;163961062
40186868;163961063
40186883;163961064
40186902;163961065
40186918;163961066
40186937;163961067
40186946;163961068
40186953;163961069
40186955;163961070
40187006;163961071
40187023;163961072
40187032;163961073
40187035;163961074
40187053;163961075
40187054;163961076
40187098;163961077
40187102;163961078
40187106;163961199
40187118;163961200
40187153;163961201
40187160;163961202
40187161;163961203
40187168;163961204
40187183;163961205
40187225;163961206
40187240;163961207
40187248;163961208
40187301;163961209
40187344;163961210
40187365;163961211
40187392;163961212
40187416;163961213
40187422;163961214
40187424;163961215
40187436;163961216
40187456;163961217
40187457;163961218
40187468;163961339
40187483;163961340
40187491;163961341
40187516;163961342
40187524;163961343
40187562;163961344
40187570;163961345
40187571;163961346
40187572;163961347
40187573;163961348
40187581;163961349
40187590;163961350
40187645;163961351
40187652;163961352
40187655;163961353
40187681;163961354
40187687;163961355
40187702;163961356
40187703;163961357
40187719;163961358
40187721;163961499
40187722;163961500
40187734;163961501
40187772;163961502
40187780;163961503
40187796;163961504
40187797;163961505
40187859;163961506
40187892;163961507
40187904;163961508
40187934;163961509
40187935;163961510
40187946;163961511
40187956;163961512
40187966;163961513
40187984;163961514
40187991;163961515
40187993;163961516
40187999;163961517
40188010;163961518
40188101;163961699
40188105;163961700
40188122;163961701
40188123;163961702
40188139;163961703
40188142;163961704
40188155;163961705
40188156;163961706
40188173;163961707
40188193;163961708
40188196;163961709
40188250;163961710
40188264;163961711
40188265;163961712
40188278;163961713
40188280;163961714
40188283;163961715
40188302;163961716
40188310;163961717
40188312;163961718
40188331;163961859
40188338;163961860
40188349;163961861
40188372;163961862
40188386;163961863
40188412;163961864
40188425;163961865
40188444;163961866
40188449;163961867
40188453;163961868
40188459;163961869
40188468;163961870
40188471;163961871
40188472;163961872
40188478;163961873
40188479;163961874
40188509;163961875
40188510;163961876
40188511;163961877
40188534;163961878
40188552;163962019
40188553;163962020
40188557;163962021
40188559;163962022
40188567;163962023
40188568;163962024
40188607;163962025
40188616;163962026
40188621;163962027
40188635;163962028
40188642;163962029
40188645;163962030
40188684;163962031
40188685;163962032
40188686;163962033
40188687;163962034
40188688;163962035
40188689;163962036
40188693;163962037
40188695;163962038
40188697;163962199
40188700;163962200
40188701;163996979
40188702;163996980
40188704;163996981
40188706;163996982
40188707;163996983
40188712;163996984
40188714;163996985
40188722;163996986
40188733;163996987
40188749;163996988
40188761;163996989
40188806;163996990
40188810;163996991
40188859;163996992
40188863;163996993
40188867;163996994
40188870;163996995
40188873;163996996
40188874;163996997
40188876;163996998
40188878;163997039
40188879;163997040
40188881;163997041
40188884;163997042
40188886;163997043
40188888;163997044
40188899;163997045
40188903;163997046
40188904;163997047
40188905;163997048
40188912;163997049
40188919;163997050
40188925;163997051
40188927;163997052
40188928;163997053
40188929;163997054
40188945;163997055
40188957;163997056
40188977;163997057
40189009;163997058
40189046;163997099
40189066;163997100
40189096;163997101
40189101;163997102
40189102;163997103
40189106;163997104
40189109;163997105
40189130;163997106
40189142;163997107
40189156;163997108
40189174;163997109
40189183;163997110
40189202;163997111
40189209;163997112
40189249;163997113
40189251;163997114
40189258;163997115
40189261;163997116
40189262;163997117
40189275;163997118
40189279;163997159
40189281;163997160
40189283;163997161
40189291;163997162
40189318;163997163
40189320;163997164
40189325;163997165
40189331;163997166
40189332;163997167
40189338;163997168
40189339;163997169
40189345;163997170
40189348;163997171
40189359;163997172
40189361;163997173
40189366;163997174
40189376;163997175
40189379;163997176
40189398;163997177
40189416;163997178
40189455;163997199
40189457;163997200
40189458;163997201
40189459;163997202
40189463;163997203
40189473;163997204
40189499;163997205
40189500;163997206
40189501;163997207
40189514;163997208
40189535;163997209
40189546;163997210
40189554;163997211
40189568;163997212
40189575;163997213
40189577;163997214
40189579;163997215
40189585;163997216
40189624;163997217
40189641;163997218
40189642;163997299
40189647;163997300
40189702;163997301
40189722;163997302
40189747;163997303
40189767;163997304
40189769;163997305
40189773;163997306
40189837;163997307
40189839;163997308
40189843;163997309
40189844;163997310
40189847;163997311
40189852;163997312
40189873;163997313
40189884;163997314
40189895;163997315
40189897;163997316
40189901;163997317
40189903;163997318
40189909;163997419
40189911;163997420
40189918;163997421
40189919;163997422
40189920;163997423
40189921;163997424
40189922;163997425
40189923;163997426
40189924;163997427
40189929;163997428
40189940;163997429
40189981;163997430
40189994;163997431
40189999;163997432
40190004;163997433
40190013;163997434
40190023;163997435
40190025;163997436
40190045;163997437
40190052;163997438
40190067;163997519
40190083;163997520
40190084;163997521
40190086;163997522
40190094;163997523
40190095;163997524
40190113;163997525
40190118;163997526
40190120;163997527
40190121;163997528
40190122;163997529
40190125;163997530
40190127;163997531
40190138;163997532
40190144;163997533
40190148;163997534
40190166;163997535
40190170;163997536
40190172;163997537
40190181;163997538
40190191;163997579
40190192;163997580
40190193;163997581
40190196;163997582
40190197;163997583
40190204;163997584
40190209;163997585
40190213;163997586
40190217;163997587
40190221;163997588
40190248;163997589
40190252;163997590
40190256;163997591
40190258;163997592
40190269;163997593
40190276;163997594
40190281;163997595
40190283;163997596
40190285;163997597
40190287;163997598
40190291;163997639
40190320;163997640
40190322;163997641
40190329;163997642
40190332;163997643
40190351;163997644
40190373;163997645
40190379;163997646
40190391;163997647
40190396;163997648
40190399;163997649
40190401;163997650
40190403;163997651
40190413;163997652
40190416;163997653
40190417;163997654
40190428;163997655
40190443;163997656
40190445;163997657
40190462;163997658
40190464;163997699
40190468;163997700
40190470;163997701
40190479;163997702
40190480;163997703
40190496;163997704
40190499;163997705
40190502;163997706
40190507;163997707
40190508;163997708
40190528;163997709
40190561;163997710
40190566;163997711
40190569;163997712
40190570;163997713
40190574;163997714
40190587;163997715
40190588;163997716
40190592;163997717
40190596;163997718
40190600;163997759
40190609;163997760
40190611;163997761
40190612;163997762
40190618;163997763
40190625;163997764
40190648;163997765
40190658;163997766
40190663;163997767
40190677;163997768
40190696;163997769
40190698;163997770
40190700;163997771
40190705;163997772
40190715;163997773
40190720;163997774
40190724;163997775
40190740;163997776
40190743;163997777
40190766;163997778
40190873;163997839
40190895;163997840
40190896;163997841
40190912;163997842
40190914;163997843
40190916;163997844
40190986;163997845
40190988;163997846
40191010;163997847
40191014;163997848
40191033;163997849
40191037;163997850
40191060;163997851
40191078;163997852
40191080;163997853
40191101;163997854
40191102;163997855
40191106;163997856
40191134;163997857
40191135;163997858
40191149;163997899
40191187;163997900
40191203;163997901
40191208;163997902
40191217;163997903
40191220;163997904
40191221;163997905
40191222;163997906
40191242;163997907
40191248;163997908
40191287;163997909
40191329;163997910
40191373;163997911
40191396;163997912
40191413;163997913
40191416;163997914
40191441;163997915
40191450;163997916
40191456;163997917
40191482;163997918
40191485;163997959
40191532;163997960
40191557;163997961
40191612;163997962
40191620;163997963
40191664;163997964
40191679;163997965
40191682;163997966
40191683;163997967
40191735;163997968
40191750;163997969
40191761;163997970
40191798;163997971
40191799;163997972
40191823;163997973
40191848;163997974
40191852;163997975
40191873;163997976
40191886;163997977
40191902;163997978
40191914;163866591
40191951;163866592
40191953;163866593
40192058;163866594
40192060;163866595
40192074;163866596
40192107;163866597
40192120;163866598
40192137;163868519
40192138;163868520
40192139;163868521
40192169;163868522
40192191;163868523
40192262;163868524
40192336;163868525
40192375;163868526
40192379;163868527
40192405;163868528
40192468;163868529
40192522;163868530
40192523;163868531
40192558;163868532
40192586;163868533
40192615;163868534
40192623;163868535
40192628;163868536
40192636;163868537
40192700;163868538
40192728;163868619
40192732;163868620
40192755;163868621
40192770;163868622
40192777;163868623
40192811;163868624
40192822;163868625
40192867;163868626
40192923;163868627
40192942;163868628
40192947;163868629
40193000;163868630
40193006;163868631
40193031;163868632
40193034;163868633
40193036;163868634
40193042;163868635
40193052;163868636
40193053;163868637
40193065;163868638
40193068;163868739
40193090;163868740
40193113;163868741
40193114;163868742
40193116;163868743
40193122;163868744
40193137;163868745
40193141;163868746
40193146;163868747
40193156;163868748
40193191;163868749
40193197;163868750
40193199;163868751
40193210;163868752
40193211;163868753
40193215;163868754
40193230;163868755
40193238;163868756
40193298;163868757
40193310;163868758
40193380;163868839
40193381;163868840
40193455;163868841
40193457;163868842
40193460;163868843
40193468;163868844
40193476;163868845
40193507;163868846
40193534;163868847
40193538;163868848
40193546;163868849
40193548;163868850
40193550;163868851
40193557;163868852
40193561;163868853
40193592;163868854
40193599;163868855
40193627;163868856
40193650;163868857
40193652;163868858
40193653;163868899
40193656;163868900
40193657;163868901
40193661;163868902
40193662;163868903
40193665;163868904
40193673;163868905
40193678;163868906
40193705;163868907
40193727;163868908
40193728;163868909
40193780;163868910
40193829;163868911
40193830;163868912
40193853;163868913
40193869;163868914
40193881;163868915
40193883;163868916
40193884;163868917
40193970;163868918
40194039;163869019
40194041;163869020
